HSPA6
SERPING1
HIF1A
TRIM28
SNX17
IPO7
CKAP4
AARS
SSR4
CD9
HADHB
TXNIP
RPN1
ANXA1
PAICS
JUP
EIF1AX
YWHAH
DSTN
TAF7
CD99
LDHB
BLCAP
ADD3
PFKP
RAD23A
GNAI2
TGM2
ANP32A
DUSP1
RPS18
PLD3
PSMF1
HNRNPA0
GOLGB1
MYL9
STOM
RCN1
CYC1
PSMC2
MMP2
SF3B1
SMARCC1
NHP2L1
TM9SF2
SYNGR2
PIP4K2B
SON
KPNA2
ATP6V1B2
RBBP7
SDHA
RPS29
DAP
ARF4
COPB2
USP9X
BCLAF1
PFKL
LGALS1
GPX4
THBS1
CSE1L
TUFM
POLD2
CPE
PGD
COX8A
PGRMC1
EIF5A
ITGB5
MGAT1
SRSF7
CDH1
PJA2
COX7C
ECHS1
PLP2
HLA-DPB1
SSB
GPNMB
EIF2S1
HAX1
NFE2L2
TIMP3
MBNL1
RAB5C
NMT1
YBX3
IGFBP7
PUM1
BHLHE40
TERF2IP
TMX2
ARCN1
UBA2
FBXO7
GNAI3
CHD4
HTRA1
LRPAP1
ITPR3
PITPNA
IDH1
SEPW1
SLC7A5
AMD1
PSMD1
CREG1
CSTB
PCNA
RRBP1
TNFAIP1
HDAC1
DDX3X
LGMN
PPP1R7
PLS3
ERP29
CTBP2
SNRNP70
SRRM1
ARIH2
PSMD13
ILK
BTG2
CAPZA2
SPCS2
DDX1
ATP1B1
RAF1
SREBF2
SLC2A1
PKM
PSMC4
CDIPT
COX7A2L
RPS16
SYPL1
BGN
TARS
COPE
TXNRD1
PSMC3
NUDCD3
RALY
AKR1B1
SRP9
PSMA5
FDPS
RAB5B
HNRNPAB
ADRM1
OGDH
TRAK1
APEH
SDC1
ARHGDIB
TOP2A
WSB1
MOB1A
ANXA4
EIF4A3
NDUFA5
ANP32B
SEPT11
NREP
SH3BGRL
ENO2
STK25
IFITM2
PSMA2
MYL12A
SMARCC2
ATP5B
EMP1
CCT6A
ETS2
RARS
STAT6
ARHGEF12
VAMP3
ENC1
SNRPC
UBE2D2
ADIPOR2
GRHPR
GPX3
SLC9A3R1
BAZ2A
SF3A1
COPB1
CST3
TMEM109
IVNS1ABP
OAZ2
ANXA7
ZFP36L2
CUL3
PPP2CB
HNRNPF
TPD52L2
CRTAP
CACYBP
NBR1
DHX15
UCHL1
PSMD3
ITGA5
CSNK2B
TRAP1
IGF2R
SGTA
PHGDH
TRAM1
PSMB3
ADRBK1
MGST3
PPP1CB
PLEKHB2
LRP10
HSD17B4
NAP1L4
SOX4
BAP1
WDR77
CUL4A
ALDH2
VIM
SEPP1
CLDN4
DPYSL3
PTDSS1
TTC1
EIF4E
COL6A3
GBF1
DDX23
COX6B1
ATP6AP2
CNN3
TIA1
BUB3
RUVBL2
MAPKAPK2
SCRN1
TALDO1
JUN
SHC1
GSTO1
VBP1
JUNB
ITGA3
RRM1
SUPT5H
PYGB
QSOX1
SUPT4H1
RCN2
CTSC
PPIF
AHSA1
RPL41
PUM2
PRCP
MYH11
USP7
PPP1R11
NFKBIA
G3BP1
LAMB1
TGFBI
PFDN1
IGFBP4
IDH3B
AAMP
TOMM70A
TSN
SRM
NCBP2
CBX1
APOD
ARF5
RPA1
ZFP36
PSMA3
CTNNB1
UBL3
DUSP3
ZNHIT1
TRIP12
KDM5B
LAMP1
GYG1
MCM3
CLIC4
CLSTN1
SORD
ID2
UQCRQ
SAMM50
DCTD
ETF1
NME1
PODXL
FAT1
TMX4
SEC23B
DDX39A
IRAK1
TXNL1
SMC1A
NISCH
EIF3H
PPP4R1
ZC3H15
KRT18
COX7A2
INPPL1
OAT
PHB2
PPP1R12A
CNN2
PWP1
ICMT
ALDH9A1
AP1G2
RUVBL1
GPAA1
PRDX3
NBL1
SND1
DARS
INSIG1
RRAGA
ACP1
IER3
EIF2B1
CYB5B
FXR1
CPSF1
BST2
IFNGR2
TNC
SCARB2
JAK1
UBE2L6
KRT19
PACSIN2
COPS5
CNIH1
HSPG2
ARL1
ACSL3
SMC4
RPS17
TIMP1
GJA1
MARCKS
USP14
GYS1
AKAP1
HMCES
SRRT
DLG5
PMPCB
TOX4
TPD52
EGR1
PNP
SRSF4
DNMT1
PSMC6
CCND3
PPP1R10
ENTPD6
PSMD7
PEX19
NIPSNAP1
MYBL2
RANBP2
TUBG1
ACIN1
MRPL49
EPB41L2
LAPTM5
GALNT1
CDC123
ELAVL1
KIAA0100
CLCN3
MARCH6
EIF1B
SGK1
NDUFS3
SRSF1
CD14
LUM
TWF1
SAFB
ECE1
JOSD1
COX6C
RPA2
TSG101
WSB2
MTHFD2
DAXX
TMEM106C
ELAC2
CLINT1
SNRPA
SCAMP3
ADNP
NCAPD2
EFCAB14
RNF13
AIP
RNASE1
ADAR
DDX42
DHCR7
AEBP1
LBR
VARS
OSBP
SLC29A1
POLR2B
PRKAG1
ATXN2L
VPS26A
ENG
SH3BP5
TBC1D5
GBAS
UBE3C
LPCAT1
SCARB1
KRT5
RNF14
SCCPDH
SMARCD2
FAM127A
NET1
USO1
HDAC2
PRKAB1
SUPT7L
EPCAM
NEDD8
HSPB1
EFEMP1
RYBP
LIPA
BNIP3
CAPG
SH3GL1
CDC25B
ATMIN
ZFR
SRGN
PLAT
FAM32A
GDI1
NR3C1
TBL1X
TOMM34
ABCE1
MPZL1
PON2
ARIH1
CEACAM5
CYB5R3
FAM3C
IMPDH2
DCN
ARAF
PSRC1
CKS1B
UBE2A
AKR1A1
UQCRC1
CTDSPL
DVL3
RPS4Y1
FARP1
GSPT1
COASY
SEC63
SLC25A36
SLC20A1
GNG10
NSA2
PRDX4
CD55
PKP4
MCM6
ETFA
LRRC41
CHMP1A
WDR82
EIF4G3
DNPEP
CDK2AP1
PLK2
CPD
HEXB
FURIN
CCT2
GNL2
CAPZB
ALCAM
CIB1
ARPC1B
CCNC
GNPAT
PPP1R12B
MYCBP2
RNF41
ACSL1
SETX
NDUFS2
RBM6
PGM1
NASP
ATP6V1A
CCZ1
MYO10
KIAA0141
PPP5C
RSU1
PAPPA
KIAA0196
MED13
CREBL2
KIF5B
MORF4L2
EXT1
SPEN
DYNLT1
NDUFA6
ACAA2
ST14
NID1
TWF2
TJP1
EXT2
PPP1R15A
MEST
EPHX1
LTF
LANCL1
ALDOC
EFNA1
ASNA1
TMEM184B
BCKDK
RB1CC1
SFRP1
UBE4A
FIBP
SMS
ARHGAP35
CBX6
ZMYM4
RAI14
KPNA1
CTR9
SEL1L
LDLR
IDH3A
SDC4
HNRNPL
OPTN
PLTP
BIRC2
NDUFAB1
COPS3
IER2
SEC14L1
TJP2
MX1
CTSL
SLC39A6
UQCR11
ARL2BP
PAF1
BIRC5
TSPO
NUP153
DGCR2
RALB
BRD4
IGBP1
GOLGA3
MCM2
PEPD
ARFIP2
COX7B
SLC4A2
VWF
SNX2
NOC2L
DPF2
CPNE3
CHMP2A
PLIN3
ABL1
TRAK2
AREL1
RIOK3
WWTR1
ACTR1B
ZMYND11
AKR7A2
CLK3
COPS8
LY6E
IFRD1
PYCR1
NEDD9
UBAC1
USF2
NUP214
CELF2
PKN1
CNOT8
PPP1R2
MMS19
AASDHPPT
VEZF1
CHPF
ERCC3
GAS6
PRKCZ
BLMH
MVP
KIAA0247
KAT2A
KIF22
NUP133
PLOD3
PPP2R5A
NUP93
CSTF1
TMED5
SRPK1
BLVRB
AMFR
VASP
ARL4C
LSM3
GSK3A
ARFGAP3
PES1
FADS2
KIAA0907
EP300
DES
STT3A
CRK
BRD8
NPTN
CHERP
SLC16A1
PARP4
PLK1
TRIB1
TSPAN7
PSMB4
CDK4
DCAF8
PRPF3
RAB13
DNM2
SIPA1L1
CD2BP2
N4BP2L2
STXBP1
VPS72
DDAH2
CYB5R1
TOMM40
TDP2
LAMC2
NAE1
GBP1
FBXO28
PDGFRB
ACTG2
G6PD
SHFM1
SPTLC1
HSD17B10
SERPINF1
CDKN1A
TACSTD2
MTOR
PDAP1
MGP
STAG1
CTSH
NDUFA1
LAMTOR5
RSRC2
FNDC3A
POLR2G
TAP1
SREBF1
MTHFD1
PPP2R2A
BCR
UBE4B
SENP6
GGPS1
ACBD3
ATP5J
EHMT2
CSK
UNG
BCKDHA
UBE2B
PMF1
TK1
SYMPK
NR4A1
TRIM2
HSF1
FABP5
UBE2K
TOR1A
ITGAV
PSMD12
GTF2F1
SNX19
MAML1
SEC24C
RAP1A
SPOCK1
MXI1
UNC119B
ACADS
CUX1
TRAM2
TCEAL4
SEC24D
SERPINA3
LEPROT
NKTR
ADAM9
GNPDA1
KDM5C
TCOF1
KIAA0430
RGS2
HTT
BASP1
KLF10
ABCF3
TCERG1
SRF
CARS
COL1A2
TIAL1
PRPF31
IFI27
USP1
ERCC5
HSPBP1
DNAJC7
KEAP1
YIF1A
KDSR
IGSF3
ACSL4
RXRA
MPC2
PLSCR1
MYC
SLC35B1
CYP1B1
IDS
ST5
AP3S1
ERLIN1
DECR1
ZER1
CTSK
GTF2H1
ERBB3
HDAC5
PPP3CA
PRSS23
LPIN2
EIF2B2
DDX46
PFKFB3
PCOLCE
PAPD7
COPS2
CTNNAL1
CPSF6
IDH3G
MPI
HCFC1
TMEM147
TUBGCP2
TRIB2
DHRS3
RANBP1
MBD2
AFG3L2
FXYD3
IKBKAP
ATG9A
TBCC
EDC4
SLC2A3
DNAJB2
ACADM
KIAA0101
TRIM29
SNRPB2
SSFA2
SNAP25
TNFAIP2
DLG1
CRMP1
BCL7B
MLXIP
MLH1
CTCF
PITPNB
SPOCK2
PRSS8
SMAD4
GALE
PRPSAP1
IRF1
DHFR
FADD
CHMP2B
HMGCR
AIMP1
GMFB
PRKCD
VAMP8
ARHGEF7
VAPB
SYF2
GSTM3
MYLK
MCRS1
HSPA13
TNKS
ARL2
SVIL
SNRPD3
MARK3
DLGAP4
CSNK1G2
CRABP2
DDX19A
FOXM1
RANBP9
NFX1
AK1
TYMS
BLOC1S1
GDE1
LEPROTL1
IRF6
S100A13
NRIP1
HTATSF1
GUSB
NDST1
EPS8
MED14
CTPS1
SLC30A9
MECP2
PLOD2
IRF3
ATXN2
EAPP
SERPINE1
APPBP2
TOPBP1
POLR2K
RNF103
ICAM1
ARL3
TNFAIP3
MEN1
CSDE1
NRAS
RPS19
LPGAT1
APBB1
MARCH7
MANF
SERTAD2
PEX11B
PSMB10
ITPR2
WIPF1
ACTL6A
SLC39A7
EFNB2
MAP2K1
PDXK
ATF3
DPM1
LMO7
SDHB
FASTK
GTF2A2
GTF2E2
RNMT
AXL
TNFSF10
RBM15B
SNRPD1
STK17A
OXSR1
TRIM26
DUSP11
TOB1
CCNB2
UMPS
HIST2H2BE
FMOD
BET1
EFNB1
KIAA0391
CAD
PTPN1
CDC16
IGFBP2
TES
GFPT1
FOXO1
POLR2A
LIG1
LTBP1
PKIG
TRIP10
LSM4
PHKB
PRKACB
PIK3R3
SLC20A2
USP8
ITM2A
GBP2
WRB
TFIP11
PSMD6
R3HDM1
GPC1
NELFB
RFXANK
SYNE2
ROCK2
CASP3
STIM1
FBN1
ACP2
FOSB
PIEZO1
HMGCL
SFSWAP
DNTTIP2
SHOC2
UBE2S
OXCT1
INPP5K
NNT
NDUFA7
STK39
MAPKAPK3
PLCG1
CLDN7
PPP6R2
LPCAT3
INPP1
SYNPO
SACM1L
SEC24B
CLPP
SLC1A3
PRKACA
ITGB2
ABCC1
TOM1
WBP1L
INTS3
DRG1
STAMBP
GAA
TARBP1
HEXIM1
SS18
TCEB3
AHR
LPP
TCEB1
SLC25A4
SPINT1
MMP14
VAMP7
SLC37A4
GPX2
GCC2
SERPINA1
AGT
TXNL4A
TRAFD1
FUCA1
NDUFB7
TAF15
DNAJB9
RALBP1
PCK2
ABCD3
AAGAB
HPRT1
U2AF1
CXCL8
DENND4B
FAH
DNAJB12
POP4
OAS1
CDC20
TRAF4
ATP6V1C1
CD93
CYTH1
PPP2R1B
DDIT4
ANPEP
MAP7
NIT1
CDC23
UNC13B
EPHB4
SIRPA
SDC3
NUP88
CTSS
WFS1
EPM2AIP1
CD97
ADM
ARHGEF11
FAM20B
MOB4
ANK2
GCLC
PLAGL2
NBAS
PIN1
PHF1
SUCLA2
YES1
HK2
SOX9
RRP7A
ZMPSTE24
NDUFV2
ETFB
NAGA
FPGS
BTBD3
GYPC
IL1R1
FHL2
CRYZ
C1QB
UBE2C
HCLS1
PTPN9
MUT
KIF13B
RFX5
CAPN6
GSTA4
DYRK2
FAM13A
MPP1
RHOBTB3
CREBZF
SIAH1
HLTF
BAG5
ARNT2
PYGL
STARD3
C7
ILVBL
FBLN1
POLD4
LOXL2
STMN2
AMOTL2
MEF2D
LTBR
INPP5A
STAT5A
IMPA1
RPL23A
ECD
SSX2IP
SLPI
RNASEH2A
NOP16
C5orf15
NAA10
ZBTB5
MVD
CYBA
PTPRN2
UROS
FH
PIAS3
MTSS1
PTPRK
NDUFS1
HMBS
LAMP2
ZBED1
CHSY1
NINJ1
TIMELESS
STK10
TTC37
BAHD1
C2
BCAS2
TCTA
PRDM2
PAPSS2
MDC1
FOXK2
CHST15
PDHX
KLHL21
SV2A
SEMA3B
MYO1E
COG2
SMAD2
CUL2
BAZ2B
CTNNBIP1
BMS1
THBS2
TGFB1
KIF2A
FBLN5
HTRA2
SDF2
TIMM44
MAD2L1BP
MTIF2
RAPGEF2
CDYL
PRPF19
CSF1R
DNM1L
UBE2M
PTK2B
EEF1D
SSSCA1
FECH
PAN2
PCSK7
CCDC86
TP53BP2
TRAPPC12
SLC11A2
IMPA2
SPTLC2
KIF5C
PDGFRA
RB1
SEC61B
TBP
RABAC1
HAT1
DAPK1
AP3B1
KIAA0040
SPAG5
GABBR1
TRIM14
PVRL2
RABEPK
MAP1A
MRPL40
IFIT1
PAK4
SETDB1
AKAP11
RNF8
KATNB1
SLC33A1
TIMP2
ATF6B
RGP1
RRP8
FXR2
C16orf62
RHOG
TFAM
GATM
GALT
ALDH1A3
FBN2
RASSF2
S100A4
DOCK1
B3GNT1
ABCB6
ESRRA
NUP98
ABCC4
C1orf123
CDK9
MTRR
PMM2
KRR1
KDM4A
FAM53B
MTFR1
MTMR2
CDK1
MYO6
ST3GAL5
MAPK9
APRT
TLE1
RFK
TSPAN31
PAFAH1B3
CLK2
DVL1
ATXN1
IL4R
UPP1
THOP1
LGALS9
NOTCH3
CNOT3
FCGBP
UVRAG
PDLIM5
PEX5
LINC00094
NPRL2
ZNF24
SCAF8
CDK2AP2
PPIP5K2
TLN1
CDH3
C11orf49
DRAP1
HDDC2
DCTN6
FAM50A
ARHGEF9
MAP2K4
DRG2
NSMAF
DTYMK
UNC119
TUSC2
IRF2
LMNB1
DFFA
PHF21A
EDEM1
GBE1
HS2ST1
RNF44
KIAA0355
NPRL3
HLA-DQA1
VPS11
LMAN1
ATP1A2
JARID2
AP1S2
DMTF1
DCK
DYNLT3
BAMBI
F13A1
SLC35A1
GNL1
STXBP3
ARF6
TGIF1
GTPBP6
NCK2
SNRPE
ZNF148
SH2B3
ADNP2
CAV2
IDE
PTPRM
STX5
INPP5D
KIFAP3
DHX8
PHYH
ITGB1BP1
PPP2R5E
SLC25A12
CEBPZ
TIMM17B
UGDH
RBBP8
ETV5
AP1G1
ORC4
MBD1
PSD3
CAPN7
EZH2
MAD2L1
ATG13
MMP15
POLG
DUSP14
CRELD1
NDUFB3
SOCS2
TPP2
CDC40
PCF11
RPS6KA1
APOE
GOLGA1
TBC1D4
ARRB2
KIF3C
FKBP2
CTBP1
HES1
PSMA4
GALNT3
TF
PRPS2
RNF6
ARMCX2
PSMG1
MFAP1
PPL
SATB1
DDB2
AP3M2
LZTR1
NELL2
MMD
CD53
MFAP2
KMT2B
FAM8A1
POLD1
RBP1
IGFBP5
ASF1A
SUCO
HEBP2
ARHGAP32
MME
RPP30
TMEM11
STC2
CDH2
MTA2
OCRL
PSMD5
TERF1
CBY1
LDB1
B3GAT3
ATOX1
PRAF2
SPR
VPS16
CHD2
EIF3B
MRPL19
MPV17
PMM1
PLEK
IQGAP2
CYP19A1
TPBG
COL15A1
NDUFC1
OTUD4
FAM178A
SEC61G
RTN1
ARMC8
ELF4
CEP57
MED1
RCAN2
EPHA2
CPQ
BPGM
ABCA1
MED12
TNFRSF1B
MET
TRAPPC3
SPG11
MAP3K3
PMVK
SNTA1
MTX2
UPF2
ZNF318
CCS
LSP1
MPST
APC
SEMA4D
STX4
CUL5
LSM1
S100A9
PRPSAP2
CAMLG
GFAP
KLF9
STAM
ALG8
IPO13
CD4
LPL
FAM189B
MAP4K5
PTTG1
PTPN18
ZHX2
PCBD1
CUL7
AOC1
GGH
FCGR2A
FEZ1
AFAP1
FANCG
MNAT1
AGL
OFD1
LOXL1
ADIRF
TAF6
RABGGTA
NFIL3
CSNK2A2
BCAT2
GTF2H4
SLC7A6
UNC50
EMC2
ZNF185
ARL4D
TFDP2
DYNC1LI2
CSF3R
FSTL3
CD2AP
RTCA
IFIT5
WBP4
FAM193A
ZBTB17
ZEB2
ZNF516
SRP54
NDUFS6
INPP5F
ALDH5A1
TRIM38
TERF2
BYSL
NDUFB6
SULT1A1
POLB
ELK1
FAIM2
FCHSD2
NDUFB5
PNO1
PLXNA3
SKP2
IGF1R
COG5
GPRC5B
CPT1A
FGFR2
MBNL2
COBLL1
ERF
MON1B
FDX1
TATDN2
PLA2G2A
PROCR
ZFYVE16
MAP3K11
COIL
XRCC1
FIG4
CTSF
SLC25A20
TRIM13
PCNT
TMOD1
COX5A
HMOX1
CXCL12
TBCA
MAN2C1
DGAT1
TPMT
TG
HELZ
NUCB2
GNS
TARBP2
FAN1
TMED1
PRKAR2B
IVD
VEGFB
BCL2
MPG
PKD2
PI3
E2F3
DHX16
DFNA5
RFC2
FRZB
DIO2
TTLL4
FZD7
PHKG2
KIAA0020
LLGL2
TBCE
PNPLA6
ERCC1
UTP18
ITPKB
GADD45A
LAMA3
SKIV2L
BAK1
EMP3
ZKSCAN5
TRIP4
DEXI
FOXJ2
PPFIBP1
PPRC1
C5orf22
ZNF217
MPHOSPH6
ADCY7
TDG
HMGB3
HCCS
JUND
BUB1B
ARHGEF17
CTSO
ST3GAL4
SLA
DYNC2LI1
DLGAP5
GCA
LMOD1
STS
BLVRA
MTR
SLC25A13
GPKOW
RPS6KB2
MANBA
MPZL2
MRPL33
POLRMT
DDX28
TPD52L1
SSBP2
SEMA3C
HRSP12
DMXL1
PCGF2
BCL7A
VSNL1
MRPS14
NSUN5
PCYOX1
FANCA
DNAJB4
SLIT3
NQO2
GSTT1
DGUOK
GUCY1B3
SF3A3
IGF2BP3
HBEGF
RGS3
TSPAN8
BRD3
PITPNM1
IL32
ELP4
C17orf75
R3HDM2
SNRPF
TGOLN2
LRRC32
MAP3K5
TNK2
BLZF1
MAPRE3
RPS6KA3
VHL
KAT2B
TRIM32
AKAP8
KIF1A
IGFBP6
GAB2
CFI
WDR47
VRK1
COX10
PALM
PCCA
ACTN2
ADARB1
NLE1
VCAM1
USP46
SENP3
ACTA1
SMARCA1
MMP11
IRF9
RAB11FIP2
RAB21
FBLN2
THBD
SCG5
WFDC2
AK6
TUBG2
PLCB4
LYRM1
CRCP
TAB1
HEPH
CD82
PARN
IQSEC1
SLC4A4
SLC9A6
ARHGAP29
RAP1GAP
DNASE1L1
HPGD
CXCL9
NDST2
CXADR
PCDH1
TCEA2
NR1H3
CHST2
CYBB
GCLM
NFKBIE
MAPT
MRPL12
HLA-DMB
RAB11FIP3
KDR
ACVR1
MMP9
TAF1C
NT5E
VASH1
INTS9
MARK2
KIF3B
ARG2
CSTF3
MPO
CLCN6
CNN1
CLDN3
PPP1R26
E2F6
ZBTB40
NEBL
NMI
USP20
CDC6
PEX3
SLC31A1
HDHD1
CHAF1A
TAZ
NUBP1
CYP27A1
FABP4
ABCD4
TSNAX
ZNF212
FZD6
FUT8
F2R
KDM6A
C21orf2
PTPN3
SYT1
NUPL2
PAWR
FCGR3B
DNAL4
SPRY2
LCMT2
DUSP4
KDELR3
SH3YL1
PURA
WWP2
RFC4
OSGIN2
ZWINT
METTL1
CELSR2
BCAR3
TRIP13
ETHE1
SCG2
LPAR1
CEBPA
RNF144A
MAOB
WASF3
TCN2
QPRT
TCEAL1
PLCB2
PHACTR2
SFRP4
PTEN
CTAGE5
IRF8
ME1
PRKX
ULK2
THOC1
CHST10
AGAP1
SUOX
STK3
MEIS1
RARRES3
TOPORS
MYRF
CEP104
ENTPD4
LEPREL4
TPST2
TOE1
NRGN
PBX3
TPM2
CLN5
PRAME
SLC5A6
P2RX4
MAP3K4
PDE6D
CCNH
TSC22D2
ELL
RBMX2
SMARCD3
CCL4
SNAPC2
NRCAM
TESK1
NFYA
HNMT
CELF1
NID2
GNG11
IL2RG
CD48
ADK
GADD45G
TYROBP
SLC34A2
NDUFAF1
CDC45
RFC3
BCL9
HSD11B2
FOXO3
RRP9
PDE2A
FILIP1L
COL7A1
GPR137B
TPST1
TUBB2A
PIGQ
RAD51AP1
TFDP1
GSTM4
STAB1
AKR1C1
MFNG
CDO1
SIK3
TCIRG1
CDKN2C
ENPP4
NDC80
EMILIN1
SIPA1
WASF1
MGST2
IMPDH1
CKS2
CPOX
MYL6B
ALOX5AP
ZNF593
KLHL20
RBM14
MB
ZBTB43
ADRBK2
PPID
GMPR
RARG
USPL1
IFNAR1
CD37
CHKB
BACH1
RUNX3
RALGPS1
PDGFB
PTPN13
IQCE
CEBPG
SLC31A2
APOBEC3G
MNT
RNGTT
PCYT1A
EIF2AK2
ACOT8
PIGR
RAB32
TMEM243
RTN2
ANAPC15
PSMC1
GMFG
PRELP
GCH1
HDAC4
STAU2
PPIH
SLC17A7
FAAH
FCER1G
CHKA
ZNF195
GULP1
DNPH1
NNAT
ACOX3
RLF
DBF4
RPP14
DCTN3
CDK5
LMO2
CEP164
VDR
ELOVL6
FADS3
CHD1
MMP7
CHGB
CPT2
PKMYT1
S100A2
PIM2
SKI
EDNRB
LGALS4
CAPN15
TK2
EBAG9
PSMB9
TEAD4
FARS2
PPP1R3C
PMAIP1
ZNF518A
AMT
PIK3C3
SRSF10
PET112
KBTBD11
CTIF
PROM1
CD151
TECPR2
CYP11A1
NPR2
ATP1B2
CREB1
RGS10
COL11A1
NEO1
GOLIM4
ZNF202
MRPS12
AGA
KLF7
CCDC94
RGS19
RGS4
TMEM187
TRIM16
SLC25A24
ABCA3
SEC23A
COL16A1
RASSF1
MED7
S100P
TRAF5
POT1
DHX30
LIMK1
NAGLU
SKAP2
F3
REEP1
SP2
SLCO2A1
PIK3CA
CLP1
GALK1
CLSTN3
VPRBP
BCAS1
FGFR3
LRP3
NAT9
GOLGA2
MRPL57
MAOA
CAMK1
ACPP
SLC43A1
GRK5
EML2
EFS
KCNN4
RHBDD3
SLC12A2
FLT1
TTF2
APEX2
EIF1AY
KIF21B
TRAF2
LARGE
IFI6
APOC1
GSTM2
FOSL1
FGF2
MKLN1
LMO3
ARHGAP4
TMED2
LCAT
SLC2A5
SOX12
SPATA2
NUPL1
PLEKHO2
FOLR1
MRC1
IFI44L
CD83
POLA2
ARSA
KIF11
ALOX5
LZTS3
PDCL
APOA1
FZD1
ZNF84
LDOC1
GAS1
PLA2G15
CSTF2
RAD1
SLC16A2
INA
SNCA
TIE1
PTPRZ1
CXCL1
GEM
ZNF592
ZNF142
MMP1
PC
RABIF
OSTF1
C9orf16
BRPF1
CLDN5
ENO3
PIK3C2B
TOM1L1
DOLK
PDE4D
ARHGAP11A
BID
ADCY9
AGTPBP1
SAMHD1
EVPL
HIRIP3
DMTN
PPP3R1
CA12
CDC7
FARP2
HIVEP1
ELMO1
DPH2
HSD3B1
PPIC
PLLP
BRD1
FAM216A
DXO
ZNF140
PHF14
TBC1D8
MYO5A
TOX
BRCA1
CXCL10
REST
NPIPA1
EEF1A2
SEC14L2
ST6GALNAC2
RAPGEF1
HPS5
PEX6
KIAA0513
RAB40B
STAR
PPP1R3D
DZIP1
RAD54L
LSM7
FKBP5
IRF4
SELL
ACOT13
PPM1D
ATG14
ICK
COX7A1
CROT
MMP19
CLUAP1
PPIP5K1
FGFR4
MMP12
KLK3
L1CAM
BSN
SLC25A14
SLC7A7
NUAK1
VPS33A
CHL1
MIEF1
STC1
UBOX5
MRPL28
EPHB3
DKK1
EXO1
CDK14
CGRRF1
CCL21
HMGCS2
ASL
CCDC85B
PKIA
PLCG2
SERPINB2
UCHL3
ACD
GABPB1
NR4A2
TFF3
ATP7B
ITGB3
MYH2
RPS6KA4
NEK4
RPS6KA5
COL17A1
CGA
ACP5
SPOP
NEK2
S1PR1
CCNT2
DPYD
HOMER3
NPR1
TROAP
NRF1
TFAP2A
SHB
GFER
CD52
CCP110
ME3
ALPP
FOXA1
RNF24
ANKRD6
MUC2
LRMP
TMEM186
CDH5
KCNK1
RAPGEF5
LTBP2
NPTX1
IRS1
PARM1
SGCE
STX8
CDC42EP1
AFP
